plot_ID,DBH_cm,canopy_condition,DH,WH,bark,ES,BS,bark_blonding,species,notes
OSFCD3unh3,47.8,2,NO,NO,NO,NO,NO,YES,FRAM,
OSFCD3unh3,61.5,1,NO,NO,YES,NO,NO,YES,FRAM,
OSFCD3unh3,52.2,1,NO,NO,NO,YES,NO,YES,FRAM,
OSFCD3unh3,55.3,2,NO,NO,NO,YES,NO,YES,FRAM,
OSFCD3unh4,38.6,2,NO,NO,NO,NO,NO,NO,FRAM,
OSFCD3unh4,49.5,1,NO,NO,NO,NO,NO,NO,FRAM,
OSFCD3unh4,20.8,3,NO,NO,NO,YES,NO,NO,FRAM,
OSFCD3unh4,41.6,1,NO,NO,NO,NO,NO,YES,FRAM,
OMSFCRgap3,15.6,2,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRgap3,10.7,2,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRgap3,III,2,NO,NO,NO,NO,YES,NO,FRAM,
OMSFCRgap3,III,1,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRgap3,I,1,NO,NO,YES,NO,NO,NO,FRAM,
OMSFCRmat3,I,1,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,2,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,2,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,2,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,2,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,1,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,II,2,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,1,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,1,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,1,NO,NO,NO,NO,NO,NO,FRAM,
OMSFCRmat3,I,2,NO,NO,NO,NO,NO,NO,FRAM,
PSFPMHgap1,40.6,2,NO,NO,NO,NO,NO,YES,FRAM,
PSFPMHgap1,21.7,2,NO,NO,NO,YES,NO,YES,FRAM,
PSFPMHgap1,33.2,1,NO,NO,YES,NO,NO,YES,FRAM,
PSFPMHgap1,40.2,2,NO,NO,NO,NO,NO,NO,FRAM,
PSFPMHmat1,37.6,2,NO,NO,NO,NO,NO,YES,FRAM,
PSFPMHmat1,29.9,2,NO,NO,NO,NO,NO,YES,FRAM,
PSFPMHmat1,19.1,5,NO,NO,NO,NO,NO,NO,FRAM,
PSFPMHmat1,24.6,2,NO,NO,YES,YES,NO,YES,FRAM,
PSFPMHmat2,38.3,2,NO,NO,NO,NO,NO,YES,FRAM,
PSFPMHmat2,36.6,4,NO,YES,NO,YES,YES,YES,FRAM,
PSFPMHmat2,17.7,5,NO,YES,NO,NO,YES,NO,FRAM,
PSFPMHmat2,41.6,1,NO,NO,NO,YES,NO,YES,FRAM,
PSFPMHmat2,48.9,2,NO,NO,NO,NO,NO,YES,FRAM,
PSFPMHmat2,44.3,3,NO,YES,NO,YES,YES,NO,FRAM,
PSFPMHmat3,36.2,2,NO,NO,NO,NO,NO,YES,FRAM,
PSFPMHmat3,26.1,1,NO,YES,NO,YES,NO,YES,FRAM,
PSFPMHmat3,36.7,3,NO,NO,NO,YES,NO,NO,FRAM,
BRSPunh1,73.4,2,NO,NO,NO,NO,NO,YES,FRAM,
BRSPunh1,30.1,2,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh2,18.7,2,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh2,45.6,2,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh2,18.8,2,NO,NO,NO,YES,NO,NO,FRAM,
BRSPunh2,11.4,1,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh2,46.6,2,NO,NO,NO,YES,NO,NO,FRAM,
BRSPunh2,16.2,5,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh2,25.8,1,NO,NO,YES,YES,NO,NO,FRAM,
BRSPunh2,34.6,2,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh2,49.9,2,NO,NO,NO,YES,NO,NO,FRAM,
BRSPunh2,35.7,1,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh3,17.8,1,NO,NO,NO,NO,NO,NO,FRNI,black ash
BRSPunh3,17.4,1,NO,NO,NO,YES,NO,NO,FRAM,
BRSPunh3,18.6,2,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh3,28.8,1,NO,NO,NO,NO,NO,YES,FRAM,
BRSPunh3,12.3,5,NO,NO,NO,YES,YES,NO,FRAM,
BRSPunh3,23.6,1,NO,NO,NO,NO,NO,YES,FRAM,
BRSPunh3,30.5,2,NO,NO,NO,NO,NO,YES,FRAM,
BRSPunh3,26.4,1,NO,NO,NO,NO,NO,YES,FRAM,
BRSPunh4,23.2,2,NO,NO,NO,YES,NO,NO,FRAM,
BRSPunh4,31.7,3,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh4,26.4,2,NO,NO,NO,NO,NO,NO,FRAM,
BRSPunh4,31.2,2,NO,NO,NO,NO,NO,NO,FRAM,
GMSSmat1,34.3,3,NO,NO,NO,NO,NO,YES,FRAM,
GMSSmat1,29.8,2,NO,NO,NO,YES,NO,NO,FRAM,
GMSSmat1,17.6,3,NO,NO,NO,NO,NO,NO,FRAM,
GMSSmat1,23.1,3,NO,NO,NO,YES,NO,YES,FRAM,
GMSSmat2,23.3,3,NO,NO,NO,YES,NO,NO,FRAM,
GMSSmat2,20.6,3,NO,NO,NO,YES,YES,NO,FRAM,
GMSSmat3,31.8,3,NO,NO,NO,NO,NO,YES,FRAM,
GMSSmat3,38.3,3,NO,NO,NO,NO,NO,YES,FRAM,
GMSSmat3,32.4,2,NO,NO,NO,YES,NO,YES,FRAM,
GMSSgap3,20.7,2,NO,NO,NO,NO,NO,YES,FRAM,
GMCBmat1,27.8,3,NO,NO,NO,NO,NO,NO,FRAM,
GMCBmat1,18.5,3,NO,NO,NO,YES,NO,NO,FRAM,
GMCBmat1,31.1,2,NO,NO,YES,NO,NO,NO,FRAM,
GMCBmat1,44,2,NO,NO,NO,NO,NO,NO,FRAM,
GMCBmat1,38,2,NO,NO,NO,NO,NO,NO,FRAM,
DHSPmat1,67.1,3,NO,NO,NO,NO,NO,YES,FRAM,
DHSPmat2,41.1,2,NO,NO,NO,NO,NO,NO,FRAM,
DHSPmat2,14.2,4,NO,YES,NO,YES,YES,NO,FRAM,
DHSPmat2,48.1,2,NO,NO,NO,NO,NO,NO,FRAM,
DHSPmat3,71,3,NO,NO,NO,YES,NO,YES,FRAM,
HMSPunh1,63.8,2,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh1,39.1,2,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh1,37.7,2,NO,NO,NO,NO,NO,NO,FRAM,
HMSPunh1,39.2,2,NO,NO,NO,YES,NO,YES,FRAM,
HMSPunh1,43.1,3,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh1,33.4,2,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh2,13.1,2,NO,NO,NO,YES,NO,NO,FRAM,
HMSPunh2,11.8,3,NO,NO,YES,NO,NO,NO,FRAM,
HMSPunh2,11.5,2,NO,NO,YES,NO,NO,NO,FRAM,
HMSPunh2,47.2,2,NO,NO,NO,NO,NO,NO,FRAM,
HMSPunh2,12.2,5,NO,NO,YES,YES,YES,NO,FRAM,
HMSPunh2,33.3,2,NO,NO,NO,YES,NO,NO,FRAM,
HMSPunh2,10.6,3,NO,NO,YES,YES,YES,NO,FRAM,
HMSPunh2,21.9,2,NO,NO,NO,YES,NO,NO,FRAM,
HMSPunh2,III,4,,,,,,,FRAM,
HMSPunh3,48,4,NO,NO,YES,NO,NO,YES,FRAM,
HMSPunh3,53.5,2,NO,NO,YES,NO,NO,YES,FRAM,
HMSPunh3,43,3,NO,NO,YES,YES,NO,YES,FRAM,
HMSPunh3,24.2,3,NO,NO,NO,NO,NO,NO,FRAM,
HMSPunh3,38.7,4,NO,NO,NO,YES,NO,NO,FRAM,
HMSPunh3,29.5,4,?,NO,YES,YES,NO,YES,FRAM,
HMSPunh3,51.2,2,NO,NO,YES,YES,NO,YES,FRAM,
HMSPunh3,33.7,2,NO,NO,NO,YES,NO,YES,FRAM,
HMSPunh3,28.6,1,NO,NO,YES,YES,NO,YES,FRAM,
HMSPunh3,35.4,3,NO,NO,NO,YES,NO,YES,FRAM,
HMSPunh3,37.4,2,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh3,47.1,3,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh4,41.8,2,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh4,43.1,2,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh4,30.6,1,NO,NO,NO,NO,NO,YES,FRAM,
HMSPunh4,28.6,1,NO,NO,NO,NO,NO,NO,FRAM,
HSF161mat1,43.1,5,YES,NO,NO,YES,NO,YES,FRAM,
HSF161mat1,25.3,2,NO,NO,NO,YES,NO,YES,FRAM,
HSF161mat2,52,2,NO,NO,NO,NO,NO,NO,FRAM,
HSF161mat2,57.9,3,NO,NO,NO,NO,NO,YES,FRAM,
HSF161mat3,19.7,5,NO,YES,NO,NO,NO,YES,FRAM,
HSF161mat3,24.5,5,YES,YES,NO,YES,NO,YES,FRAM,
HSF161mat3,42.4,5,NO,YES,YES,YES,NO,YES,FRAM,
ASF114unh1,40.4,5,YES,YES,NO,YES,NO,YES,FRAM,
ASF114unh1,36.2,5,YES,YES,YES,YES,NO,YES,FRAM,
ASF114unh1,44.3,4,NO,YES,NO,YES,NO,YES,FRAM,
ASF114unh2,72.1,1,NO,NO,NO,NO,NO,YES,FRAM,
ASF114unh2,71.9,3,NO,NO,NO,NO,NO,YES,FRAM,
ASF114unh2,43.8,4,NO,NO,NO,NO,NO,YES,FRAM,
ASF114unh3,44.9,5,NO,YES,NO,YES,NO,YES,FRAM,
ASF114unh3,50.5,3,NO,NO,NO,YES,NO,YES,FRAM,
ASF114unh3,41.3,5,NO,NO,NO,YES,NO,YES,FRAM,
ASF114unh3,40.4,2,NO,NO,NO,NO,NO,NO,FRAM,
ASF114unh3,47.7,3,NO,NO,NO,NO,NO,YES,FRAM,
ASF114unh3,47.2,4,NO,NO,YES,NO,NO,YES,FRAM,
ASF114unh3,48.6,4,NO,NO,NO,NO,NO,YES,FRAM,
ASF114unh4,66,4,NO,NO,NO,NO,NO,YES,FRAM,
ASF114unh4,56.2,1,NO,NO,NO,NO,NO,NO,FRAM,
SSFYL2mat1,35.1,5,NO,NO,NO,YES,NO,YES,FRAM,
SSFYL2gap1,32.6,3,NO,NO,NO,YES,NO,NO,FRAM,
SSFYL2gap1,43.2,3,NO,NO,NO,YES,NO,YES,FRAM,
SSFYL2mat2,82.9,3,NO,NO,YES,YES,NO,YES,FRAM,
SSFYL2mat2,71.1,4,NO,NO,NO,YES,NO,YES,FRAM,
SSFYL2mat3,20.9,2,NO,NO,NO,YES,NO,NO,FRAM,
SSFYL2mat3,20.8,3,NO,NO,YES,YES,NO,NO,FRAM,
SSFYL2mat3,21.4,2,NO,NO,YES,YES,NO,NO,FRAM,
SSFYL2gap2,12.4,2,NO,NO,YES,NO,NO,NO,FRAM,
SSFYL2gap3,67,3,NO,YES,YES,YES,NO,YES,FRAM,
TSF49unh1,51.3,3,NO,NO,NO,NO,NO,NO,FRAM,
TSF49unh1,27.9,3,NO,NO,NO,YES,NO,YES,FRAM,
TSF49unh1,36.7,3,NO,NO,YES,NO,NO,NO,FRAM,
TSF49unh1,36.6,3,NO,NO,NO,NO,NO,YES,FRAM,
TSF49unh2,54.4,3,NO,NO,NO,YES,NO,NO,FRAM,
TSF49unh2,21.8,3,NO,NO,YES,YES,NO,NO,FRAM,
TSF49unh2,17.4,3,NO,NO,NO,YES,YES,YES,FRAM,
TSF49unh2,47.9,3,NO,NO,YES,NO,NO,YES,FRAM,
TSF49unh2,21.2,5,YES,NO,YES,YES,YES,YES,FRAM,
TSF49unh2,38.5,3,NO,NO,NO,NO,NO,YES,FRAM,
TSF49unh2,37.9,3,NO,NO,YES,YES,NO,NO,FRAM,
TSF49unh2,45.1,3,NO,NO,YES,NO,NO,NO,FRAM,
TSF49unh2,37,2,NO,NO,NO,NO,NO,NO,FRAM,
TSF49unh3,31.9,3,NO,NO,NO,YES,NO,YES,FRAM,
TSF49unh3,28.9,2,NO,NO,YES,NO,NO,YES,FRAM,
TSF49unh3,46.7,3,NO,YES,NO,NO,NO,NO,FRAM,
TSF49unh3,29.9,3,NO,NO,NO,NO,NO,YES,FRAM,
TSF49unh3,37,3,NO,NO,YES,YES,NO,NO,FRAM,
TSF49unh4,64.8,3,NO,NO,NO,NO,NO,YES,FRAM,
TSF49unh4,17,2,NO,NO,NO,YES,NO,YES,FRAM,
TSF49unh4,31.3,3,NO,NO,NO,YES,NO,YES,FRAM,
TSF49unh4,34.3,3,NO,NO,NO,YES,NO,NO,FRAM,
TSF49unh4,13,3,NO,NO,YES,YES,YES,YES,FRAM,
TSF49unh4,24.6,3,NO,NO,NO,YES,NO,YES,FRAM,
TSF49unh4,34.6,3,NO,NO,NO,NO,NO,NO,FRAM,
TSF49unh4,35.5,3,NO,NO,NO,NO,NO,NO,FRAM,
TSF49unh4,32.9,2,NO,YES,NO,NO,NO,NO,FRAM,
OMSFSH14mat2,52.6,3,NO,NO,NO,YES,NO,YES,FRAM,
OMSFSH14mat3,54,3,NO,YES,NO,YES,NO,YES,FRAM,
OMSFSH17mat1,21.8,5,NO,NO,NO,YES,NO,YES,FRAM,
OMSFSH17mat1,20.5,4,NO,NO,NO,YES,NO,NO,FRAM,
OMSFSH17mat1,13.4,3,NO,NO,NO,YES,YES,YES,FRAM,
OMSFSH17mat2,19.6,4,NO,NO,NO,YES,NO,NO,FRAM,
OMSFSH17mat2,14.4,3,NO,NO,NO,YES,NO,YES,FRAM,
JMP3unh2,40.5,1,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh2,23.1,2,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh2,38.1,2,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh2,35.3,2,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh2,43.4,2,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh2,19.5,2,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh2,41.4,1,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh2,20.2,2,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh3,40.5,1,NO,NO,NO,NO,NO,YES,FRAM,
JMP3unh3,35.1,1,NO,NO,NO,NO,NO,NO,FRAM,
JMP7mat4,35.9,2,NO,NO,NO,NO,NO,YES,FRAM,
JMP3unh4,36.2,1,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh4,28.6,1,NO,NO,NO,NO,NO,NO,FRAM,
JMP3unh4,37.9,2,NO,NO,NO,NO,NO,YES,FRAM,
KMSFunh1,43.2,4,NO,NO,NO,YES,NO,YES,FRAM,
KMSFunh1,39.8,3,NO,NO,NO,YES,NO,YES,FRAM,
KMSFunh1,31.8,3,NO,NO,NO,NO,NO,YES,FRAM,
KMSFunh1,35.6,5,NO,NO,NO,YES,NO,YES,FRAM,
KMSFunh2,17.5,2,NO,NO,NO,NO,NO,NO,FRAM,
KMSFunh2,35.7,1,NO,NO,NO,NO,NO,NO,FRAM,
KMSFunh2,31.6,2,NO,NO,NO,NO,NO,NO,FRAM,
KMSFunh3,36.7,2,NO,NO,NO,NO,NO,NO,FRAM,
KMSFunh3,55.5,2,NO,NO,NO,NO,NO,NO,FRAM,
KMSFunh3,51.8,2,NO,NO,NO,NO,NO,NO,FRAM,
KMSFunh4,39.2,2,NO,NO,NO,NO,NO,YES,FRAM,
KMSFunh4,45.5,2,NO,YES,NO,NO,NO,YES,FRAM,
KMSFunh4,35.9,2,NO,NO,NO,NO,NO,YES,FRAM,
KMSFunh4,26.6,3,NO,NO,NO,NO,NO,YES,FRAM,
SSF1mat1,22.7,5,NO,NO,NO,YES,YES,NO,FRAM,snag
SSF1mat1,21.3,5,NO,NO,NO,YES,NO,NO,FRAM,snag
SSF1mat1,18.7,5,NO,NO,NO,YES,YES,YES,FRAM,snag
SSF1mat3,31.5,5,NO,NO,NO,YES,NO,YES,FRAM,snag
SSF1mat3,20.3,5,NO,NO,NO,YES,NO,YES,FRAM,
SSF1mat3,25.7,2,NO,NO,NO,NO,NO,YES,FRAM,
SSF1mat3,23.3,5,NO,NO,NO,YES,NO,NO,FRAM,
SSF1mat3,16.4,5,NO,NO,NO,YES,NO,NO,FRAM,snag
SSF1mat3,23.3,5,NO,NO,NO,NO,NO,YES,FRAM,snag
SSF1mat3,21.5,5,NO,NO,NO,NO,YES,YES,FRAM,snag
SSF1mat3,29.9,5,NO,NO,NO,NO,NO,NO,FRAM,
SSF1mat3,27,2,NO,NO,NO,YES,NO,NO,FRAM,
SSF1mat3,15.7,5,NO,NO,YES,NO,NO,YES,FRAM,snag
SSF1mat4,24.6,2,NO,NO,NO,YES,NO,NO,FRAM,
SSF1mat4,12.1,2,NO,NO,NO,YES,NO,NO,FRAM,
SSF1mat4,33.5,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh1,26.8,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh1,17.1,2,NO,NO,NO,YES,NO,NO,FRAM,
CMSF11unh1,26,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF11unh1,18.8,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh1,34.6,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh2,68,2,NO,NO,NO,YES,NO,YES,FRAM,
CMSF11unh2,19.6,3,NO,NO,NO,YES,NO,NO,FRAM,
CMSF11unh2,19.5,1,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh2,60.4,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF11unh3,78.8,2,NO,NO,YES,NO,NO,YES,FRAM,
CMSF11unh3,46.9,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF11unh3,15.7,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh3,10.8,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh3,39.6,2,NO,NO,YES,NO,NO,NO,FRAM,
CMSF11unh3,17.4,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh4,16.8,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh4,12.8,2,NO,NO,YES,NO,NO,NO,FRAM,
CMSF11unh4,43.2,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF11unh4,10.5,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh4,37.7,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF11unh4,II,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF62unh1,49.5,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh1,48.3,3,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh1,36.4,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh1,35.2,2,NO,NO,NO,NO,YES,YES,FRAM,
CMSF62unh2,28,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,17.6,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,14.8,2,NO,NO,NO,YES,NO,YES,FRAM,
CMSF62unh2,38.1,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,19.8,1,NO,NO,YES,NO,NO,YES,FRAM,
CMSF62unh2,18,5,NO,NO,NO,YES,YES,YES,FRAM,snag
CMSF62unh2,21.6,2,NO,NO,YES,NO,NO,YES,FRAM,
CMSF62unh2,32.4,3,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,15.1,2,NO,NO,NO,YES,NO,YES,FRAM,
CMSF62unh2,13.5,5,NO,NO,NO,YES,YES,NO,FRAM,snag
CMSF62unh2,28,2,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,32.6,3,NO,NO,YES,NO,NO,YES,FRAM,
CMSF62unh2,16,2,NO,NO,NO,YES,NO,YES,FRAM,
CMSF62unh2,24.8,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh2,18.2,1,NO,NO,NO,NO,NO,YES,FRAM,
CMSF62unh3,41,2,NO,NO,NO,NO,NO,NO,FRAM,
CMSF62unh4,37.5,2,NO,NO,YES,NO,NO,YES,FRAM,
